Year_Month,City,Country,Events_Count,Avg_Current_Price_USD,Avg_Previous_Price_USD,Net_Monthly_Inflation_Pct,Total_Price_Hikes,Total_Price_Cuts,Period_Timestamp,Cumulative_Price_Index
2023-01,Delhi,India,173,0.7397236994219654,0.6476122543352602,14.655293736545724,173,0,2023-01-01,114.65529373654573
2023-01,London,United Kingdom,170,65.43480470588236,57.595557647058826,14.003414659740665,170,0,2023-01-01,114.00341465974067
2023-01,Los Angeles,USA,155,58.93303225806452,51.60896774193549,14.348982464231788,155,0,2023-01-01,114.3489824642318
2023-01,Manchester,United Kingdom,175,71.02281142857143,61.65394285714286,15.352563712187434,175,0,2023-01-01,115.35256371218743
2023-01,Mumbai,India,143,0.7210657342657343,0.6328783216783217,14.517085852725728,143,0,2023-01-01,114.51708585272573
2023-01,New York,USA,146,58.15582191780822,51.10431506849315,14.152608142445608,146,0,2023-01-01,114.15260814244562
2023-01,Osaka,Japan,167,0.3707817964071856,0.32872212574850296,13.227923085156261,167,0,2023-01-01,113.22792308515626
2023-01,Rio de Janeiro,Brazil,172,10.313120930232559,9.079001162790696,14.37161803369579,172,0,2023-01-01,114.3716180336958
2023-01,Sao Paulo,Brazil,140,10.045517142857143,8.783987142857143,14.338221300151647,140,0,2023-01-01,114.33822130015166
2023-01,Tokyo,Japan,167,0.34329380239520957,0.30118236526946107,14.417556683620017,167,0,2023-01-01,114.41755668362002
2023-02,Delhi,India,117,0.6654123076923076,0.5785323076923078,15.31929926434643,117,0,2023-02-01,132.21968130646263
2023-02,London,United Kingdom,155,70.7675664516129,61.86851096774194,14.351656612579427,155,0,2023-02-01,130.36479325832167
2023-02,Los Angeles,USA,126,53.28539682539682,46.74071428571428,14.280183242217477,126,0,2023-02-01,130.67822669573522
2023-02,Manchester,United Kingdom,125,69.9615232,61.2683776,14.556032261343397,125,0,2023-02-01,132.1433201004201
2023-02,Mumbai,India,146,0.6437367123287672,0.5636572602739726,14.75086653513495,146,0,2023-02-01,131.40934834678723
2023-02,New York,USA,150,62.39093333333333,54.6222,14.670768027378145,150,0,2023-02-01,130.89967248022577
2023-02,Osaka,Japan,135,0.3533963333333333,0.3061634814814814,15.491082876773186,135,0,2023-02-01,130.76815448992681
2023-02,Rio de Janeiro,Brazil,142,9.688297183098591,8.465666197183097,14.56221336928803,142,0,2023-02-01,131.02665708566968
2023-02,Sao Paulo,Brazil,149,8.788832214765101,7.582191946308725,15.305418600827933,149,0,2023-02-01,131.83816469088086
2023-02,Tokyo,Japan,146,0.3435285616438356,0.3045330136986301,13.52543072705222,146,0,2023-02-01,129.89302405244874
2023-03,Delhi,India,154,0.6660802597402598,0.5850833766233766,13.958628508234165,154,0,2023-03-01,150.67573543480287
2023-03,London,United Kingdom,156,71.20328205128205,62.19733333333333,14.458597329000956,156,0,2023-03-01,149.213713774327
2023-03,Los Angeles,USA,147,59.13510204081633,51.70544217687075,14.273438936923053,147,0,2023-03-01,149.33050358700487
2023-03,Manchester,United Kingdom,165,69.91282424242424,61.251801212121215,13.96976037168449,165,0,2023-03-01,150.6034252656368
2023-03,Mumbai,India,150,0.675648,0.5912672,14.893360884762014,150,0,2023-03-01,150.98061683238828
2023-03,New York,USA,153,61.138169934640516,53.712745098039214,14.486687709449548,153,0,2023-03-01,149.86269924512837
2023-03,Osaka,Japan,190,0.36455181578947365,0.3193446578947368,14.198699828303234,190,0,2023-03-01,149.33553221696337
2023-03,Rio de Janeiro,Brazil,171,10.419631578947367,9.137157894736841,14.615518919528661,171,0,2023-03-01,150.17688294165166
2023-03,Sao Paulo,Brazil,171,10.16837894736842,8.82561052631579,15.748462467567926,171,0,2023-03-01,152.60064857515462
2023-03,Tokyo,Japan,150,0.38716643333333334,0.3391834333333333,14.735576515930234,150,0,2023-03-01,149.03351000055298
2023-04,Delhi,India,166,0.6627397590361447,0.5789573493975904,14.443661014858577,166,0,2023-04-01,172.43882789265095
2023-04,London,United Kingdom,175,70.31925028571429,61.53757257142857,14.442416627518698,175,0,2023-04-01,170.76377998300856
2023-04,Los Angeles,USA,172,55.582151162790694,48.87523255813954,14.130268617650412,172,0,2023-04-01,170.43130487193872
2023-04,Manchester,United Kingdom,162,68.90753580246914,60.55095308641975,14.107438257716268,162,0,2023-04-01,171.84971049899238
2023-04,Mumbai,India,156,0.6739223076923077,0.58778,15.383167188536808,156,0,2023-04-01,174.2062175419987
2023-04,New York,USA,131,55.23137404580153,48.41580152671756,14.680904012583078,131,0,2023-04-01,171.86389827197172
2023-04,Osaka,Japan,162,0.35581802469135804,0.30912475308641973,14.84874022918892,162,0,2023-04-01,171.50997746573697
2023-04,Rio de Janeiro,Brazil,131,9.45902748091603,8.229819847328244,14.700514387932087,131,0,2023-04-01,172.2536572258371
2023-04,Sao Paulo,Brazil,140,10.704535714285715,9.352941428571427,14.853838230282161,140,0,2023-04-01,175.26770205286948
2023-04,Tokyo,Japan,165,0.3582760606060606,0.31598903030303027,14.261977999911783,165,0,2023-04-01,170.28863640932818
2023-05,Delhi,India,178,0.6368251685393259,0.5587995505617978,14.608259562275787,178,0,2023-05-01,197.6291394573554
2023-05,London,United Kingdom,170,71.22349176470588,62.21560470588235,14.735323501468372,170,0,2023-05-01,195.92637538684056
2023-05,Los Angeles,USA,158,56.43113924050633,49.48126582278481,14.457779700885432,158,0,2023-05-01,195.07188747166805
2023-05,Manchester,United Kingdom,156,73.4336,63.65226666666667,15.248238947741068,156,0,2023-05-01,198.05376498688003
2023-05,Mumbai,India,165,0.6403476363636363,0.5627854545454546,14.188804243932482,165,0,2023-05-01,198.92399672979207
2023-05,New York,USA,145,53.29034482758621,47.031103448275864,13.433188637535245,145,0,2023-05-01,194.95069992666737
2023-05,Osaka,Japan,173,0.36586846820809243,0.3198263005780347,14.48232899006145,173,0,2023-05-01,196.34861665310527
2023-05,Rio de Janeiro,Brazil,151,10.158973509933775,8.9208119205298,13.903229362311018,151,0,2023-05-01,196.20247827491423
2023-05,Sao Paulo,Brazil,169,9.417184615384615,8.262276923076922,14.50205171317193,169,0,2023-05-01,200.68511484106472
2023-05,Tokyo,Japan,153,0.3714516339869281,0.32646441176470586,14.276980051278422,153,0,2023-05-01,194.600711059082
2023-06,Delhi,India,152,0.6700752631578947,0.5894360526315789,13.652570504004574,152,0,2023-06-01,224.61059705822834
2023-06,London,United Kingdom,149,75.99617718120805,66.07832483221478,15.367561048714675,149,0,2023-06-01,226.0354807349472
2023-06,Los Angeles,USA,171,56.37842105263157,49.239649122807016,15.083981157750225,171,0,2023-06-01,224.4964942219622
2023-06,Manchester,United Kingdom,134,71.10533731343284,62.45683582089553,14.26973452232933,134,0,2023-06-01,226.31551146198586
2023-06,Mumbai,India,154,0.6483709090909091,0.5688335064935065,14.148227188480181,154,0,2023-06-01,227.06821571952793
2023-06,New York,USA,142,55.54647887323944,48.342957746478874,14.96513141776449,142,0,2023-06-01,224.1253283705448
2023-06,Osaka,Japan,186,0.3891137634408602,0.34033475806451613,14.350308079147135,186,0,2023-06-01,224.52524805196944
2023-06,Rio de Janeiro,Brazil,167,10.24340119760479,8.978453892215567,14.619297519809066,167,0,2023-06-01,224.88590231516267
2023-06,Sao Paulo,Brazil,163,9.148549693251534,7.990376687116564,14.953943319916522,163,0,2023-06-01,230.69545316590688
2023-06,Tokyo,Japan,168,0.3745833928571428,0.32786735119047616,14.522124750636905,168,0,2023-06-01,222.86086908470836
2023-07,Delhi,India,142,0.6067901408450704,0.5306433802816901,14.815424856901576,142,0,2023-07-01,257.8876112860281
2023-07,London,United Kingdom,172,69.44364651162792,60.84606511627907,14.403905665870324,172,0,2023-07-01,258.59341815140556
2023-07,Los Angeles,USA,164,63.80731707317073,55.91335365853659,14.478862017621534,164,0,2023-07-01,257.0010318547578
2023-07,Manchester,United Kingdom,168,69.66674285714286,60.74491428571429,14.725315458738773,168,0,2023-07-01,259.6411844568214
2023-07,Mumbai,India,146,0.6652117808219178,0.5797438356164384,14.68880549062512,146,0,2023-07-01,260.42182425760245
2023-07,New York,USA,152,52.766578947368416,46.208618421052634,14.416191158571385,152,0,2023-07-01,256.43566414321833
2023-07,Osaka,Japan,169,0.29752961538461536,0.2587303846153846,15.058066240496933,169,0,2023-07-01,258.33440863027505
2023-07,Rio de Janeiro,Brazil,146,9.913906849315069,8.642971232876711,14.52357188429007,146,0,2023-07-01,257.5473679955397
2023-07,Sao Paulo,Brazil,140,9.810604285714286,8.577604285714285,14.959387656848369,140,0,2023-07-01,265.206080311718
2023-07,Tokyo,Japan,166,0.3747410542168675,0.3279434036144578,14.875946048627549,166,0,2023-07-01,256.013531733252
2023-08,Delhi,India,120,0.753719,0.6524909999999999,15.631215829489076,120,0,2023-08-01,298.198580403661
2023-08,London,United Kingdom,167,70.1708263473054,61.483305389221556,14.860982662591056,167,0,2023-08-01,297.0229411894875
2023-08,Los Angeles,USA,149,57.39469798657718,50.068523489932886,14.87934512378882,149,0,2023-08-01,295.2411023561256
2023-08,Manchester,United Kingdom,171,70.65173333333334,61.567401169590646,14.61561060737506,171,0,2023-08-01,297.5893289534069
2023-08,Mumbai,India,144,0.7289358333333333,0.6426158333333334,13.603316955254511,144,0,2023-08-01,295.84783043202003
2023-08,New York,USA,169,58.244319526627216,50.5887573964497,15.442929029701634,169,0,2023-08-01,296.0368417636996
2023-08,Osaka,Japan,172,0.36385677325581395,0.31937901162790694,14.434457993343862,172,0,2023-08-01,295.62358032636536
2023-08,Rio de Janeiro,Brazil,147,10.014330612244898,8.724440816326531,15.06651777560136,147,0,2023-08-01,296.3507879751811
2023-08,Sao Paulo,Brazil,142,10.26250985915493,9.001876056338029,14.271211837806268,142,0,2023-08-01,303.0542018397459
2023-08,Tokyo,Japan,171,0.3619876608187134,0.3151401461988304,15.190052632288937,171,0,2023-08-01,294.90212194931473
2023-09,Delhi,India,183,0.6794131147540984,0.5920426229508197,14.781399021046532,183,0,2023-09-01,342.27650244822246
2023-09,London,United Kingdom,182,71.92193406593407,63.013274725274734,14.563734498021107,182,0,2023-09-01,340.28057374253785
2023-09,Los Angeles,USA,146,47.65534246575343,41.62678082191781,14.403066757368569,146,0,2023-09-01,337.7648754236693
2023-09,Manchester,United Kingdom,158,67.34638987341772,58.7534582278481,15.029900738658139,158,0,2023-09-01,342.31670970394276
2023-09,Mumbai,India,156,0.6512438461538462,0.5656746153846154,15.550766926556106,156,0,2023-09-01,341.8544369997764
2023-09,New York,USA,154,56.77987012987013,49.58850649350649,14.307075174214702,154,0,2023-09-01,338.3910552582031
2023-09,Osaka,Japan,156,0.3340458333333333,0.2916183333333333,15.064049838691677,156,0,2023-09-01,340.1564638016538
2023-09,Rio de Janeiro,Brazil,158,9.927615189873418,8.734306329113924,14.0322292554401,158,0,2023-09-01,337.93540994416173
2023-09,Sao Paulo,Brazil,157,10.121686624203821,8.820114649681528,14.847228861120998,157,0,2023-09-01,348.0493527601365
2023-09,Tokyo,Japan,156,0.3508279166666667,0.3044570833333333,15.461976357621698,156,0,2023-09-01,340.4998183232425
2023-10,Delhi,India,179,0.6519727374301676,0.5704860335195531,14.374851498363869,179,0,2023-10-01,391.47824138894816
2023-10,London,United Kingdom,172,68.66716279069767,59.99910697674419,14.669460949999898,172,0,2023-10-01,390.197899628135
2023-10,Los Angeles,USA,163,59.31944785276073,52.22055214723927,14.185083530694248,163,0,2023-10-01,385.67710513986214
2023-10,Manchester,United Kingdom,171,68.6318783625731,60.11171929824561,14.263529263841573,171,0,2023-10-01,391.14315376758424
2023-10,Mumbai,India,147,0.6962677551020409,0.6095755102040816,14.743889492962396,147,0,2023-10-01,392.2570774178121
